item_id,transaction_id,product_id,quantity,price_per_unit,product_name,category
196,73,30,2,144.69,Illustrated Self-Help Book,Books
197,73,32,2,881.19,Ceramic Mixer,Kitchen
198,73,17,3,437.4,Executive Pen Set,Office Supplies
199,73,44,1,36.41,Wooden Cabinet,Furniture
200,74,46,1,186.25,Natural Hair Dryer,Beauty & Personal Care
201,74,41,2,572.96,Lightweight Tent,Sports & Outdoors
202,74,23,3,853.43,Compact Cabinet,Furniture
203,75,28,2,513.64,Recycled Pen Set,Office Supplies
204,76,23,1,853.43,Compact Cabinet,Furniture
205,76,38,2,898.61,Organic Moisturizer,Beauty & Personal Care
206,77,49,1,971.24,Creative Board Game,Toys & Games
207,77,42,2,874.95,Vintage Shirt,Clothing
208,77,35,2,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
209,77,40,1,185.38,Ergonomic Cabinet,Furniture
210,78,16,1,164.09,Classic Puzzle,Toys & Games
211,78,26,3,27.02,Portable Fitness Tracker,Sports & Outdoors
212,78,48,1,353.38,Portable Bicycle,Sports & Outdoors
213,78,13,1,936.93,All-Weather Ball,Sports & Outdoors
214,79,50,2,609.91,Wireless Smartwatch,Electronics
215,79,1,2,657.49,Educational Doll,Toys & Games
216,80,50,3,609.91,Wireless Smartwatch,Electronics
217,80,1,2,657.49,Educational Doll,Toys & Games
218,81,7,3,669.73,Bestselling Biography,Books
219,81,50,3,609.91,Wireless Smartwatch,Electronics
220,82,16,2,164.09,Classic Puzzle,Toys & Games
221,82,41,2,572.96,Lightweight Tent,Sports & Outdoors
222,83,9,1,907.16,Durable Stapler,Office Supplies
223,83,28,3,513.64,Recycled Pen Set,Office Supplies
224,83,17,3,437.4,Executive Pen Set,Office Supplies
225,83,25,1,255.44,All-Weather Tent,Sports & Outdoors
226,84,28,2,513.64,Recycled Pen Set,Office Supplies
227,84,49,2,971.24,Creative Board Game,Toys & Games
228,84,50,2,609.91,Wireless Smartwatch,Electronics
229,85,28,2,513.64,Recycled Pen Set,Office Supplies
230,85,9,1,907.16,Durable Stapler,Office Supplies
231,85,17,2,437.4,Executive Pen Set,Office Supplies
232,86,4,3,692.96,Vintage T-shirt,Clothing
233,87,32,2,881.19,Ceramic Mixer,Kitchen
234,87,43,2,871.0,Electric Toaster,Kitchen
235,88,42,3,874.95,Vintage Shirt,Clothing
236,88,49,2,971.24,Creative Board Game,Toys & Games
237,89,50,1,609.91,Wireless Smartwatch,Electronics
238,89,7,3,669.73,Bestselling Biography,Books
239,89,48,3,353.38,Portable Bicycle,Sports & Outdoors
240,89,6,3,969.12,Professional Ball,Sports & Outdoors
241,89,47,3,275.32,Limited Edition Self-Help Book,Books
242,90,33,1,872.23,Durable Backpack,Sports & Outdoors
243,90,41,3,572.96,Lightweight Tent,Sports & Outdoors
244,90,16,1,164.09,Classic Puzzle,Toys & Games
245,91,1,3,657.49,Educational Doll,Toys & Games
246,92,38,3,898.61,Organic Moisturizer,Beauty & Personal Care
247,92,23,3,853.43,Compact Cabinet,Furniture
248,92,10,2,224.96,Portable TV,Electronics
249,93,19,2,470.88,Compact Vacuum,Home Appliances
250,93,1,3,657.49,Educational Doll,Toys & Games
251,93,50,1,609.91,Wireless Smartwatch,Electronics
252,93,25,2,255.44,All-Weather Tent,Sports & Outdoors
253,94,19,2,470.88,Compact Vacuum,Home Appliances
254,94,39,2,426.93,Ergonomic Cabinet,Furniture
255,95,24,2,116.35,Wireless TV,Electronics
256,95,7,1,669.73,Bestselling Biography,Books
257,96,8,2,620.77,Casual Jeans,Clothing
258,96,27,2,33.26,Professional Shampoo,Beauty & Personal Care
259,96,28,2,513.64,Recycled Pen Set,Office Supplies
260,97,25,3,255.44,All-Weather Tent,Sports & Outdoors
261,97,45,2,500.45,Electric Cookware Set,Kitchen
262,97,37,1,575.69,Classic Board Game,Toys & Games
263,97,34,3,581.47,Natural Moisturizer,Beauty & Personal Care
264,97,20,1,269.58,Interactive Building Blocks,Toys & Games
265,98,4,2,692.96,Vintage T-shirt,Clothing
266,98,24,2,116.35,Wireless TV,Electronics
267,99,5,3,217.67,Classic Board Game,Toys & Games
268,100,26,1,27.02,Portable Fitness Tracker,Sports & Outdoors
269,100,28,3,513.64,Recycled Pen Set,Office Supplies
270,101,28,1,513.64,Recycled Pen Set,Office Supplies
271,101,17,1,437.4,Executive Pen Set,Office Supplies
272,101,9,2,907.16,Durable Stapler,Office Supplies
273,102,23,3,853.43,Compact Cabinet,Furniture
274,102,35,2,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
275,103,18,2,218.27,Hardcover Biography,Books
276,103,6,1,969.12,Professional Ball,Sports & Outdoors
277,104,21,2,330.45,Smart Heater,Home Appliances
278,105,20,1,269.58,Interactive Building Blocks,Toys & Games
279,105,7,1,669.73,Bestselling Biography,Books
280,105,30,3,144.69,Illustrated Self-Help Book,Books
281,105,8,3,620.77,Casual Jeans,Clothing
282,106,4,1,692.96,Vintage T-shirt,Clothing
283,107,40,1,185.38,Ergonomic Cabinet,Furniture
284,107,47,1,275.32,Limited Edition Self-Help Book,Books
285,108,32,1,881.19,Ceramic Mixer,Kitchen
286,108,43,1,871.0,Electric Toaster,Kitchen
287,108,2,3,58.73,Ceramic Blender,Kitchen
288,109,32,2,881.19,Ceramic Mixer,Kitchen
289,110,28,2,513.64,Recycled Pen Set,Office Supplies
290,110,17,2,437.4,Executive Pen Set,Office Supplies
291,111,44,2,36.41,Wooden Cabinet,Furniture
292,111,46,3,186.25,Natural Hair Dryer,Beauty & Personal Care
293,111,29,3,869.43,Casual Shirt,Clothing
294,112,32,1,881.19,Ceramic Mixer,Kitchen
295,112,43,2,871.0,Electric Toaster,Kitchen
296,112,2,2,58.73,Ceramic Blender,Kitchen
297,112,6,1,969.12,Professional Ball,Sports & Outdoors
298,112,24,3,116.35,Wireless TV,Electronics
299,113,43,3,871.0,Electric Toaster,Kitchen
300,113,2,2,58.73,Ceramic Blender,Kitchen
301,113,32,3,881.19,Ceramic Mixer,Kitchen
302,113,38,1,898.61,Organic Moisturizer,Beauty & Personal Care
303,113,45,2,500.45,Electric Cookware Set,Kitchen
304,114,24,3,116.35,Wireless TV,Electronics
305,114,32,2,881.19,Ceramic Mixer,Kitchen
306,115,8,2,620.77,Casual Jeans,Clothing
307,115,18,3,218.27,Hardcover Biography,Books
308,115,47,1,275.32,Limited Edition Self-Help Book,Books
309,115,17,1,437.4,Executive Pen Set,Office Supplies
310,116,22,2,315.8,Premium Organizer,Office Supplies
311,116,40,3,185.38,Ergonomic Cabinet,Furniture
312,116,49,2,971.24,Creative Board Game,Toys & Games
313,117,29,2,869.43,Casual Shirt,Clothing
314,117,22,1,315.8,Premium Organizer,Office Supplies
315,117,5,3,217.67,Classic Board Game,Toys & Games
316,118,3,2,380.13,Luxury Moisturizer,Beauty & Personal Care
317,118,22,1,315.8,Premium Organizer,Office Supplies
318,118,25,2,255.44,All-Weather Tent,Sports & Outdoors
319,119,14,1,945.75,Modern Sofa,Furniture
320,119,37,3,575.69,Classic Board Game,Toys & Games
321,120,15,2,670.76,Vintage Jacket,Clothing
322,121,43,2,871.0,Electric Toaster,Kitchen
323,121,2,1,58.73,Ceramic Blender,Kitchen
324,121,32,1,881.19,Ceramic Mixer,Kitchen
325,122,18,2,218.27,Hardcover Biography,Books
326,122,8,1,620.77,Casual Jeans,Clothing
327,123,32,1,881.19,Ceramic Mixer,Kitchen
328,123,43,2,871.0,Electric Toaster,Kitchen
329,123,2,3,58.73,Ceramic Blender,Kitchen
330,124,14,3,945.75,Modern Sofa,Furniture
331,125,1,3,657.49,Educational Doll,Toys & Games
332,125,19,1,470.88,Compact Vacuum,Home Appliances
333,125,50,2,609.91,Wireless Smartwatch,Electronics
334,125,7,2,669.73,Bestselling Biography,Books
335,125,38,1,898.61,Organic Moisturizer,Beauty & Personal Care
336,126,24,1,116.35,Wireless TV,Electronics
337,127,29,1,869.43,Casual Shirt,Clothing
338,127,49,1,971.24,Creative Board Game,Toys & Games
339,127,40,1,185.38,Ergonomic Cabinet,Furniture
340,127,21,2,330.45,Smart Heater,Home Appliances
341,128,15,1,670.76,Vintage Jacket,Clothing
342,129,35,3,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
343,129,20,2,269.58,Interactive Building Blocks,Toys & Games
344,129,40,1,185.38,Ergonomic Cabinet,Furniture
345,130,25,3,255.44,All-Weather Tent,Sports & Outdoors
346,130,49,2,971.24,Creative Board Game,Toys & Games
347,130,16,3,164.09,Classic Puzzle,Toys & Games
348,130,6,3,969.12,Professional Ball,Sports & Outdoors
349,130,5,3,217.67,Classic Board Game,Toys & Games
350,131,44,3,36.41,Wooden Cabinet,Furniture
351,131,30,2,144.69,Illustrated Self-Help Book,Books
352,131,16,2,164.09,Classic Puzzle,Toys & Games
353,132,3,3,380.13,Luxury Moisturizer,Beauty & Personal Care
354,132,17,3,437.4,Executive Pen Set,Office Supplies
355,132,15,2,670.76,Vintage Jacket,Clothing
356,133,7,2,669.73,Bestselling Biography,Books
357,133,46,1,186.25,Natural Hair Dryer,Beauty & Personal Care
358,133,35,2,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
359,133,31,2,11.91,Formal Jeans,Clothing
360,133,13,1,936.93,All-Weather Ball,Sports & Outdoors
361,134,34,1,581.47,Natural Moisturizer,Beauty & Personal Care
362,134,50,1,609.91,Wireless Smartwatch,Electronics
363,134,12,2,853.97,Designer Shirt,Clothing
364,134,25,2,255.44,All-Weather Tent,Sports & Outdoors
365,135,43,1,871.0,Electric Toaster,Kitchen
366,135,2,1,58.73,Ceramic Blender,Kitchen
367,136,26,2,27.02,Portable Fitness Tracker,Sports & Outdoors
368,137,44,3,36.41,Wooden Cabinet,Furniture
369,137,27,1,33.26,Professional Shampoo,Beauty & Personal Care
370,137,21,2,330.45,Smart Heater,Home Appliances
371,137,7,1,669.73,Bestselling Biography,Books
372,137,47,2,275.32,Limited Edition Self-Help Book,Books
373,138,50,1,609.91,Wireless Smartwatch,Electronics
374,138,29,2,869.43,Casual Shirt,Clothing
375,139,2,1,58.73,Ceramic Blender,Kitchen
376,139,43,2,871.0,Electric Toaster,Kitchen
377,139,32,3,881.19,Ceramic Mixer,Kitchen
378,140,6,1,969.12,Professional Ball,Sports & Outdoors
379,141,19,2,470.88,Compact Vacuum,Home Appliances
380,141,2,2,58.73,Ceramic Blender,Kitchen
381,141,44,3,36.41,Wooden Cabinet,Furniture
382,141,34,2,581.47,Natural Moisturizer,Beauty & Personal Care
383,142,7,1,669.73,Bestselling Biography,Books
384,142,28,3,513.64,Recycled Pen Set,Office Supplies
385,142,16,3,164.09,Classic Puzzle,Toys & Games
386,143,43,2,871.0,Electric Toaster,Kitchen
387,144,1,3,657.49,Educational Doll,Toys & Games
388,144,49,1,971.24,Creative Board Game,Toys & Games
389,145,4,1,692.96,Vintage T-shirt,Clothing
390,145,24,2,116.35,Wireless TV,Electronics
391,145,36,2,432.44,Energy-efficient Fan,Home Appliances
392,146,29,3,869.43,Casual Shirt,Clothing
393,146,19,1,470.88,Compact Vacuum,Home Appliances
394,146,2,1,58.73,Ceramic Blender,Kitchen
395,147,46,2,186.25,Natural Hair Dryer,Beauty & Personal Care
396,147,25,2,255.44,All-Weather Tent,Sports & Outdoors
397,147,33,2,872.23,Durable Backpack,Sports & Outdoors
398,148,19,2,470.88,Compact Vacuum,Home Appliances
399,148,1,2,657.49,Educational Doll,Toys & Games
400,148,50,3,609.91,Wireless Smartwatch,Electronics
401,148,49,1,971.24,Creative Board Game,Toys & Games
402,149,32,2,881.19,Ceramic Mixer,Kitchen
403,149,2,2,58.73,Ceramic Blender,Kitchen
404,149,43,3,871.0,Electric Toaster,Kitchen
405,150,9,1,907.16,Durable Stapler,Office Supplies
406,151,24,2,116.35,Wireless TV,Electronics
407,151,23,1,853.43,Compact Cabinet,Furniture
408,152,26,1,27.02,Portable Fitness Tracker,Sports & Outdoors
409,152,48,1,353.38,Portable Bicycle,Sports & Outdoors
410,153,33,1,872.23,Durable Backpack,Sports & Outdoors
411,153,6,3,969.12,Professional Ball,Sports & Outdoors
412,153,35,2,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
413,153,27,1,33.26,Professional Shampoo,Beauty & Personal Care
414,154,28,3,513.64,Recycled Pen Set,Office Supplies
415,154,9,2,907.16,Durable Stapler,Office Supplies
416,154,17,3,437.4,Executive Pen Set,Office Supplies
417,154,25,2,255.44,All-Weather Tent,Sports & Outdoors
418,154,11,1,798.89,Electronic Puzzle,Toys & Games
419,155,32,1,881.19,Ceramic Mixer,Kitchen
420,156,46,2,186.25,Natural Hair Dryer,Beauty & Personal Care
421,156,17,3,437.4,Executive Pen Set,Office Supplies
422,157,36,2,432.44,Energy-efficient Fan,Home Appliances
423,158,5,2,217.67,Classic Board Game,Toys & Games
424,158,9,3,907.16,Durable Stapler,Office Supplies
425,159,8,1,620.77,Casual Jeans,Clothing
426,159,44,2,36.41,Wooden Cabinet,Furniture
427,159,42,3,874.95,Vintage Shirt,Clothing
428,160,40,3,185.38,Ergonomic Cabinet,Furniture
429,161,30,2,144.69,Illustrated Self-Help Book,Books
430,161,39,3,426.93,Ergonomic Cabinet,Furniture
431,161,41,2,572.96,Lightweight Tent,Sports & Outdoors
432,162,50,1,609.91,Wireless Smartwatch,Electronics
433,163,30,2,144.69,Illustrated Self-Help Book,Books
434,163,12,1,853.97,Designer Shirt,Clothing
435,163,32,1,881.19,Ceramic Mixer,Kitchen
436,164,2,3,58.73,Ceramic Blender,Kitchen
437,164,43,3,871.0,Electric Toaster,Kitchen
438,164,32,3,881.19,Ceramic Mixer,Kitchen
439,165,41,1,572.96,Lightweight Tent,Sports & Outdoors
440,165,24,2,116.35,Wireless TV,Electronics
441,166,35,3,676.61,Hypoallergenic Hair Dryer,Beauty & Personal Care
442,166,36,1,432.44,Energy-efficient Fan,Home Appliances
443,166,28,3,513.64,Recycled Pen Set,Office Supplies
444,166,21,3,330.45,Smart Heater,Home Appliances
445,166,9,3,907.16,Durable Stapler,Office Supplies
446,167,11,1,798.89,Electronic Puzzle,Toys & Games
447,167,8,2,620.77,Casual Jeans,Clothing
448,167,29,2,869.43,Casual Shirt,Clothing
449,168,30,2,144.69,Illustrated Self-Help Book,Books
450,168,37,2,575.69,Classic Board Game,Toys & Games
451,168,38,1,898.61,Organic Moisturizer,Beauty & Personal Care
452,168,10,2,224.96,Portable TV,Electronics
453,169,28,3,513.64,Recycled Pen Set,Office Supplies
454,169,9,3,907.16,Durable Stapler,Office Supplies
455,170,28,3,513.64,Recycled Pen Set,Office Supplies
456,170,17,1,437.4,Executive Pen Set,Office Supplies
457,170,9,3,907.16,Durable Stapler,Office Supplies
458,171,50,2,609.91,Wireless Smartwatch,Electronics
459,171,1,2,657.49,Educational Doll,Toys & Games
460,172,18,2,218.27,Hardcover Biography,Books
461,172,22,2,315.8,Premium Organizer,Office Supplies
462,172,25,3,255.44,All-Weather Tent,Sports & Outdoors
463,172,6,1,969.12,Professional Ball,Sports & Outdoors
464,173,50,1,609.91,Wireless Smartwatch,Electronics
465,173,33,3,872.23,Durable Backpack,Sports & Outdoors
466,174,43,3,871.0,Electric Toaster,Kitchen
467,174,32,3,881.19,Ceramic Mixer,Kitchen
468,175,32,2,881.19,Ceramic Mixer,Kitchen
469,175,2,2,58.73,Ceramic Blender,Kitchen
470,175,43,3,871.0,Electric Toaster,Kitchen
471,176,43,3,871.0,Electric Toaster,Kitchen
472,176,25,2,255.44,All-Weather Tent,Sports & Outdoors
473,176,28,2,513.64,Recycled Pen Set,Office Supplies
474,177,32,3,881.19,Ceramic Mixer,Kitchen
475,177,4,2,692.96,Vintage T-shirt,Clothing
476,177,36,1,432.44,Energy-efficient Fan,Home Appliances
477,177,22,3,315.8,Premium Organizer,Office Supplies
478,178,6,3,969.12,Professional Ball,Sports & Outdoors
479,178,43,3,871.0,Electric Toaster,Kitchen
480,178,17,3,437.4,Executive Pen Set,Office Supplies
481,178,22,3,315.8,Premium Organizer,Office Supplies
482,179,50,3,609.91,Wireless Smartwatch,Electronics
483,179,1,3,657.49,Educational Doll,Toys & Games
484,179,19,3,470.88,Compact Vacuum,Home Appliances
485,179,45,3,500.45,Electric Cookware Set,Kitchen
486,180,43,1,871.0,Electric Toaster,Kitchen
487,180,32,2,881.19,Ceramic Mixer,Kitchen
488,180,2,2,58.73,Ceramic Blender,Kitchen
489,180,11,1,798.89,Electronic Puzzle,Toys & Games
490,181,17,3,437.4,Executive Pen Set,Office Supplies
491,181,9,1,907.16,Durable Stapler,Office Supplies
492,182,8,3,620.77,Casual Jeans,Clothing
493,182,45,1,500.45,Electric Cookware Set,Kitchen
494,182,50,2,609.91,Wireless Smartwatch,Electronics
495,182,42,1,874.95,Vintage Shirt,Clothing
496,182,43,3,871.0,Electric Toaster,Kitchen
497,183,17,2,437.4,Executive Pen Set,Office Supplies
